#,Year,Month,Constituency,CountyBoroughUniv,Franchise,ByElectionGeneral,ByElectionCause,Contested,ElectionCode,PollBookCode,Notes,Latitude,Longitude
4209,1754,Feb,Petersfield,B,Burgage,B,Deceased,N,Petersfield_1754a,,,,
4210,1754,Apr,Petersfield,B,Burgage,G,,N,Petersfield_1754b,,,,
4211,1754,Dec,Petersfield,B,Burgage,B,Chose to sit for another constituency,N,Petersfield_1754c,,,,
4212,1756,Apr,Petersfield,B,Burgage,B,Re-elected after appointment to office,N,Petersfield_1756a,,,,
4213,1761,Apr,Petersfield,B,Burgage,G,,N,Petersfield_1761a,,,,
4214,1767,Dec,Petersfield,B,Burgage,B,Vacated seat,N,Petersfield_1767a,,,,
4215,1768,Mar,Petersfield,B,Burgage,G,,N,Petersfield_1768a,,,,
4216,1770,Feb,Petersfield,B,Burgage,B,Re-elected after appointment to office,N,Petersfield_1770a,,,,
4217,1772,Feb,Petersfield,B,Burgage,B,Re-elected after appointment to office,N,Petersfield_1772a,,,,
4218,1774,Oct,Petersfield,B,Burgage,G,,Y,Petersfield_1774a,Petersfield_1774a/1,,,
4219,1780,Sept,Petersfield,B,Burgage,G,,N,Petersfield_1780a,,,,
4220,1783,Apr,Petersfield,B,Burgage,B,Re-elected after appointment to office,N,Petersfield_1783a,,,,
4221,1784,Mar,Petersfield,B,Burgage,G,,N,Petersfield_1784a,,,,
4222,1787,Feb,Petersfield,B,Burgage,B,Vacated seat,N,Petersfield_1787a,,,,
4223,1790,June,Petersfield,B,Burgage,G,,N,Petersfield_1790a,,,,
4224,1790,Dec,Petersfield,B,Burgage,B,Vacated seat,N,Petersfield_1790b,,,,
4225,1791,Apr,Petersfield,B,Burgage,B,Vacated seat,N,Petersfield_1791a,,,,
4226,1795,Jan,Petersfield,B,Burgage,B,Called to the Upper House,N,Petersfield_1795a,,,,
4227,1796,May,Petersfield,B,Burgage,G,,N,Petersfield_1796a,,,,
4228,1797,Jan,Petersfield,B,Burgage,B,Vacated seat,N,Petersfield_1797a,,,,
4229,1802,Mar,Petersfield,B,Burgage,B,Deceased,N,Petersfield_1802a,,,,
4230,1802,July,Petersfield,B,Burgage,G,,N,Petersfield_1802b,,,,
4231,1806,Oct,Petersfield,B,Burgage,G,,N,Petersfield_1806a,,,,
4232,1807,May,Petersfield,B,Burgage,G,,N,Petersfield_1807a,,,,
4233,1812,Oct,Petersfield,B,Burgage,G,,N,Petersfield_1812a,,,,
4234,1812,Dec,Petersfield,B,Burgage,B,Chose to sit for another constituency,N,Petersfield_1812b,,,,
4235,1818,June,Petersfield,B,Burgage,G,,Y,Petersfield_1818a,,,,
4236,1820,Mar,Petersfield,B,Burgage,G,,Y,Petersfield_1820a,,,,
4237,1820,June,Petersfield,B,Burgage,B,Chose to sit for another constituency,N,Petersfield_1820b,,,,
4238,1825,Apr,Petersfield,B,Burgage,B,Vacated seat,N,Petersfield_1825a,,,,
4239,1826,June,Petersfield,B,Burgage,G,,N,Petersfield_1826a,,,,
4240,1830,Aug,Petersfield,B,Burgage,G,,Y,Petersfield_1830a,Petersfield_1830a/1,,,
4241,1831,May,Petersfield,B,Burgage,G,,Y,Petersfield_1831a,,,,
2644,1695,Nov,Plymouth,B,Freeman; Freeholder,G,,N,Plymouth_1695a,,,,
2645,1698,July,Plymouth,B,Freeman; Freeholder,G,,Y,Plymouth_1698a,Plymouth_1698a/1,,,
2646,1701,Jan,Plymouth,B,Freeman; Freeholder,G,,N,Plymouth_1701a,,,,
2647,1701,Nov,Plymouth,B,Freeman; Freeholder,G,,N,Plymouth_1701b,,,,
2648,1702,Feb,Plymouth,B,Freeman; Freeholder,B,Deceased,N,Plymouth_1702a,,,,
2649,1702,July,Plymouth,B,Freeman; Freeholder,G,,N,Plymouth_1702b,,,,
2650,1705,May,Plymouth,B,Freeman; Freeholder,G,,Y,Plymouth_1705a,,,,
2651,1708,May,Plymouth,B,Freeman; Freeholder,G,,N,Plymouth_1708a,,,,
2652,1709,Dec,Plymouth,B,Freeman; Freeholder,B,Re-elected after appointment to office,N,Plymouth_1709a,,,,
2653,1710,Oct,Plymouth,B,Freeman; Freeholder,G,,N,Plymouth_1710a,,,,
2654,1713,Sept,Plymouth,B,Freeman; Freeholder,G,,N,Plymouth_1713a,,,,
2655,1715,Feb,Plymouth,B,Freeman; Freeholder,G,,N,Plymouth_1715a,,,,
2656,1720,Dec,Plymouth,B,Freeman; Freeholder,B,Re-elected after appointment to office,N,Plymouth_1720a,,,,
2657,1721,Oct,Plymouth,B,Freeman; Freeholder,B,Called to the Upper House,N,Plymouth_1721a,,,,
2658,1722,Mar,Plymouth,B,Freeman; Freeholder,G,,N,Plymouth_1722a,,,,
2659,1724,May,Plymouth,B,Freeman; Freeholder,B,Re-elected after appointment to office,N,Plymouth_1724a,,,,
2660,1727,Aug,Plymouth,B,Freeman; Freeholder,G,,N,Plymouth_1727a,,,,
2661,1728,Mar,Plymouth,B,Freeman; Freeholder,B,Chose to sit for another constituency,N,Plymouth_1728a,,,,
2662,1732,Jan,Plymouth,B,Freeman; Freeholder,B,Re-elected after appointment to office,N,Plymouth_1732a,,,,
2663,1734,Apr,Plymouth,B,Freeman; Freeholder,G,,N,Plymouth_1734a,,,,
2664,1739,June,Plymouth,B,Freeman; Freeholder,B,Appointed to office,Y,Plymouth_1739a,Plymouth_1739a/1,,,
2665,1740,Nov,Plymouth,B,Freeman,B,Deceased,N,Plymouth_1740a,,,,
2666,1741,May,Plymouth,B,Freeman,G,,N,Plymouth_1741a,,,,
2667,1744,Dec,Plymouth,B,Freeman,B,Re-elected after appointment to office,N,Plymouth_1744a,,,,
2668,1747,July,Plymouth,B,Freeman,G,,N,Plymouth_1747a,,,,
2669,1750,Apr,Plymouth,B,Freeman,B,Called to the Upper House,N,Plymouth_1750a,,,,
2670,1754,Apr,Plymouth,B,Freeman,G,,N,Plymouth_1754a,,,,
2671,1755,Nov,Plymouth,B,Freeman,B,Re-elected after appointment to office,N,Plymouth_1755a,,,,
2672,1760,Jan,Plymouth,B,Freeman,B,Deceased,N,Plymouth_1760a,,,,
2673,1761,Mar,Plymouth,B,Freeman,G,,N,Plymouth_1761a,,,,
2674,1762,June,Plymouth,B,Freeman,B,Re-elected after appointment to office,N,Plymouth_1762a,,,,
2675,1765,Dec,Plymouth,B,Freeman,B,Re-elected after appointment to office,N,Plymouth_1765a,,,,
2676,1768,Mar,Plymouth,B,Freeman,G,,N,Plymouth_1768a,,,,
2677,1770,Feb,Plymouth,B,Freeman,B,Re-elected after appointment to office,N,Plymouth_1770a,,,,
2678,1771,Aug,Plymouth,B,Freeman,B,Deceased,N,Plymouth_1771a,,,,
2679,1774,Oct,Plymouth,B,Freeman,G,,N,Plymouth_1774a,,,,
2680,1778,June,Plymouth,B,Freeman,B,Vacated seat,N,Plymouth_1778a,,,,
2681,1780,May,Plymouth,B,Freeman,B,Deceased,Y,Plymouth_1780a,,,,
2682,1780,Sept,Plymouth,B,Freeman,G,,Y,Plymouth_1780b,Plymouth_1780b/1,,,
2683,1784,Apr,Plymouth,B,Freeman,G,,Y,Plymouth_1784a,Plymouth_1784a/1,,,
2684,1790,Feb,Plymouth,B,Freeman,B,Appointed to office,N,Plymouth_1790a,,,,
2685,1790,June,Plymouth,B,Freeman,G,,Y,Plymouth_1790b,,,,
2686,1796,May,Plymouth,B,Freeman,G,,N,Plymouth_1796a,,,,
2687,1797,July,Plymouth,B,Freeman,B,Deceased,N,Plymouth_1797a,,,,
2688,1802,July,Plymouth,B,Freeman,G,,N,Plymouth_1802a,,,,
2689,1806,Mar,Plymouth,B,Freeman,B,Vacated seat,N,Plymouth_1806a,,,,
2690,1806,Nov,Plymouth,B,Freeman,G,,Y,Plymouth_1806b,Plymouth_1806b/1,,,
2691,1807,May,Plymouth,B,Freeman,G,,N,Plymouth_1807a,,,,
2692,1812,June,Plymouth,B,Freeman,B,Appointed to office,N,Plymouth_1812a,,,,
2693,1812,Oct,Plymouth,B,Freeman,G,,N,Plymouth_1812b,,,,
2694,1818,Feb,Plymouth,B,Freeman,B,Appointed to office,N,Plymouth_1818a,,,,
2695,1818,June,Plymouth,B,Freeman,G,,Y,Plymouth_1818b,,,,
2696,1820,Mar,Plymouth,B,Freeman,G,,N,Plymouth_1820a,,,,
2697,1826,June,Plymouth,B,Freeman,G,,N,Plymouth_1826a,,,,
2698,1828,June,Plymouth,B,Freeman,B,Deceased,N,Plymouth_1828a,,,,
2699,1829,Feb,Plymouth,B,Freeman,B,Re-elected after appointment to office,N,Plymouth_1829a,,,,
2700,1830,July,Plymouth,B,Freeman,G,,N,Plymouth_1830a,,,,
2701,1831,May,Plymouth,B,Freeman,G,,Y,Plymouth_1831a,,,,
2702,1695,Oct,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1695a,,,,
2703,1698,July,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1698a,,,,
2704,1701,Jan,Plympton Erle,B,Freeman,G,,Y,PlymptonErle_1701a,,,,
2705,1701,Dec,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1701b,,,,
2706,1702,July,Plympton Erle,B,Freeman,G,,Y,PlymptonErle_1702a,PlymptonErle_1702a/1,,,
2707,1705,May,Plympton Erle,B,Freeman,G,,Y,PlymptonErle_1705a,,,,
2708,1708,May,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1708a,,,,
2709,1710,Oct,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1710a,,,,
2710,1713,Sept,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1713a,,,,
2711,1715,Feb,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1715a,,,,
2712,1716,July,Plympton Erle,B,Freeman,B,Re-elected after appointment to office,N,PlymptonErle_1716a,,,,
2713,1718,Dec,Plympton Erle,B,Freeman,B,Re-elected after appointment to office,N,PlymptonErle_1718a,,,,
2714,1720,June,Plympton Erle,B,Freeman,B,Re-elected after appointment to office,N,PlymptonErle_1720a,,,,
2715,1722,Mar,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1722a,,,,
2716,1724,Apr,Plympton Erle,B,Freeman,B,Re-elected after appointment to office,N,PlymptonErle_1724a,,One of two concurrent by-elections held in this constituency on this date (in order to elect two MPs).,,
2717,1724,Apr,Plympton Erle,B,Freeman,B,Re-elected after appointment to office,N,PlymptonErle_1724b,,One of two concurrent by-elections held in this constituency on this date (in order to elect two MPs).,,
2718,1727,Aug,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1727a,,,,
2719,1728,Feb,Plympton Erle,B,Freeman,B,Chose to sit for another constituency,N,PlymptonErle_1728a,,,,
2720,1734,Apr,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1734a,,,,
2721,1735,Feb,Plympton Erle,B,Freeman,B,Chose to sit for another constituency,N,PlymptonErle_1735a,,,,
2722,1741,May,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1741a,,,,
2723,1742,May,Plympton Erle,B,Freeman,B,Called to the Upper House,N,PlymptonErle_1742a,,,,
2724,1742,May,Plympton Erle,B,Freeman,B,Re-elected after appointment to office,N,PlymptonErle_1742b,,,,
2725,1742,Dec,Plympton Erle,B,Freeman,B,Deceased,N,PlymptonErle_1742c,,,,
2726,1747,July,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1747a,,,,
2727,1747,Dec,Plympton Erle,B,Freeman,B,Chose to sit for another constituency,N,PlymptonErle_1747b,,One of two concurrent by-elections held in this constituency on this date (in order to elect two MPs).,,
2728,1747,Dec,Plympton Erle,B,Freeman,B,Chose to sit for another constituency,N,PlymptonErle_1747c,,One of two concurrent by-elections held in this constituency on this date (in order to elect two MPs).,,
2729,1754,Apr,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1754a,,,,
2730,1761,Mar,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1761a,PlymptonErle_1761a/1,,,
2731,1761,Dec,Plympton Erle,B,Freeman,B,Deceased,N,PlymptonErle_1761b,,,,
2732,1763,Nov,Plympton Erle,B,Freeman,B,Deceased,N,PlymptonErle_1763a,,,,
2733,1768,Mar,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1768a,,,,
2734,1774,Oct,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1774a,,,,
2735,1775,Feb,Plympton Erle,B,Freeman,B,Appointed to office,N,PlymptonErle_1775a,,,,
2736,1779,Apr,Plympton Erle,B,Freeman,B,Vacated seat,N,PlymptonErle_1779a,,,,
2737,1780,Sept,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1780a,,,,
2738,1780,Nov,Plympton Erle,B,Freeman,B,Called to the Upper House,N,PlymptonErle_1780b,,,,
2739,1784,Apr,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1784a,,,,
2740,1784,Aug,Plympton Erle,B,Freeman,B,Vacated seat,N,PlymptonErle_1784b,,,,
2741,1790,June,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1790a,,,,
2742,1794,Feb,Plympton Erle,B,Freeman,B,Vacated seat,N,PlymptonErle_1794a,,,,
2743,1796,May,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1796a,,,,
2744,1799,June,Plympton Erle,B,Freeman,B,Vacated seat,N,PlymptonErle_1799a,,,,
2745,1801,July,Plympton Erle,B,Freeman,B,Vacated seat,N,PlymptonErle_1801a,,,,
2746,1802,July,Plympton Erle,B,Freeman,G,,Y,PlymptonErle_1802a,,,,
2747,1803,Dec,Plympton Erle,B,Freeman,B,Re-elected after appointment to office,Y,PlymptonErle_1803a,,,,
2748,1806,Nov,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1806a,,,,
2749,1807,Feb,Plympton Erle,B,Freeman,B,Deceased,N,PlymptonErle_1807a,,,,
2750,1807,Apr,Plympton Erle,B,Freeman,B,Re-elected after appointment to office,N,PlymptonErle_1807b,,,,
2751,1807,May,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1807c,,,,
2752,1810,Mar,Plympton Erle,B,Freeman,B,Called to the Upper House,N,PlymptonErle_1810a,,,,
2753,1812,Mar,Plympton Erle,B,Freeman,B,Re-elected after appointment to office,N,PlymptonErle_1812a,,,,
2754,1812,Oct,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1812b,,,,
2755,1812,Dec,Plympton Erle,B,Freeman,B,Vacated seat,N,PlymptonErle_1812c,,,,
2756,1816,July,Plympton Erle,B,Freeman,B,Vacated seat,N,PlymptonErle_1816a,,,,
2757,1818,June,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1818a,,,,
2758,1820,Mar,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1820a,,,,
2759,1821,Feb,Plympton Erle,B,Freeman,B,Vacated seat,N,PlymptonErle_1821a,,,,
2760,1824,Mar,Plympton Erle,B,Freeman,B,Vacated seat,N,PlymptonErle_1824a,,,,
2761,1824,June,Plympton Erle,B,Freeman,B,Re-elected after appointment to office,N,PlymptonErle_1824b,,,,
2762,1826,June,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1826a,,,,
2763,1826,Dec,Plympton Erle,B,Freeman,B,Vacated seat,N,PlymptonErle_1826b,,,,
2764,1828,Feb,Plympton Erle,B,Freeman,B,Re-elected after appointment to office,N,PlymptonErle_1828a,,,,
2765,1830,Aug,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1830a,,,,
2766,1830,Dec,Plympton Erle,B,Freeman,B,Vacated seat,N,PlymptonErle_1830b,,,,
2767,1831,Apr,Plympton Erle,B,Freeman,G,,N,PlymptonErle_1831a,,,,
11388,1695,Oct,Pontefract,B,Burgage,G,,Y,Pontefract_1695a,Pontefract_1695a/1,,,
11389,1698,July,Pontefract,B,Burgage,G,,Y,Pontefract_1698a,Pontefract_1698a/1,Election of one member declared void.,,
11390,1700,Feb,Pontefract,B,Burgage,B,Previous election declared void,Y,Pontefract_1700a,Pontefract_1700a/1,Previous election of one member declared void.,,
11391,1701,Jan,Pontefract,B,Burgage,G,,Y,Pontefract_1701a,Pontefract_1701a/1,,,
11392,1701,Nov,Pontefract,B,Burgage,G,,N,Pontefract_1701b,,,,
11393,1702,July,Pontefract,B,Burgage,G,,N,Pontefract_1702a,,,,
11394,1705,May,Pontefract,B,Burgage,G,,N,Pontefract_1705a,,,,
11395,1708,May,Pontefract,B,Burgage,G,,Y,Pontefract_1708a,Pontefract_1708a/1,,,
11396,1710,Oct,Pontefract,B,Burgage,G,,Y,Pontefract_1710a,Pontefract_1710a/1,,,
11397,1713,Sept,Pontefract,B,Burgage,G,,Y,Pontefract_1713a,Pontefract_1713a/1,,,
11398,1715,Feb,Pontefract,B,Burgage,G,,Y,Pontefract_1715a,Pontefract_1715a/1; Pontefract_1715a/2; Pontefract_1715a/3,,,
11399,1722,Mar,Pontefract,B,Burgage,G,,N,Pontefract_1722a,,,,
11400,1727,Aug,Pontefract,B,Burgage,G,,N,Pontefract_1727a,,,,
11401,1729,Apr,Pontefract,B,Burgage,B,Deceased,N,Pontefract_1729a,,,,
11402,1730,Feb,Pontefract,B,Burgage,B,Deceased,N,Pontefract_1730a,,,,
11403,1734,Apr,Pontefract,B,Burgage,G,,N,Pontefract_1734a,,,,
11404,1741,May,Pontefract,B,Burgage,G,,N,Pontefract_1741a,,,,
11405,1747,July,Pontefract,B,Burgage,G,,N,Pontefract_1747a,,,,
11406,1749,Jan,Pontefract,B,Burgage,B,Appointed to office,N,Pontefract_1749a,,,,
11407,1751,Nov,Pontefract,B,Burgage,B,Deceased,N,Pontefract_1751a,,,,
11408,1754,Apr,Pontefract,B,Burgage,G,,N,Pontefract_1754a,,,,
11409,1761,Apr,Pontefract,B,Burgage,G,,N,Pontefract_1761a,,,,
11410,1763,Apr,Pontefract,B,Burgage,B,Re-elected after appointment to office,N,Pontefract_1763a,,,,
11411,1765,Dec,Pontefract,B,Burgage,B,Re-elected after appointment to office,N,Pontefract_1765a,,,,
11412,1768,Mar,Pontefract,B,Burgage,G,,Y,Pontefract_1768a,Pontefract_1768a/1,Election declared void.,,
11413,1768,Dec,Pontefract,B,Burgage,B,Previous election declared void,Y,Pontefract_1768b,,Previous general election declared void.  ,,
11414,1772,Dec,Pontefract,B,Burgage,B,Deceased,N,Pontefract_1772a,,,,
11415,1774,Mar,Pontefract,B,Burgage,B,Deceased,N,Pontefract_1774a,,,,
11416,1774,Oct,Pontefract,B,Burgage,G,,Y,Pontefract_1774b,Pontefract_1774b/1,,,
11417,1780,Sept,Pontefract,B,Burgage,G,,N,Pontefract_1780a,,,,
11418,1783,Feb,Pontefract,B,Householder,B,Vacated seat,Y,Pontefract_1783a,,,,
11419,1784,Apr,Pontefract,B,Householder,G,,Y,Pontefract_1784a,Pontefract_1784a/1,,,
11420,1790,June,Pontefract,B,Householder,G,,Y,Pontefract_1790a,Pontefract_1790a/1,,,
11421,1791,June,Pontefract,B,Householder,B,Re-elected after appointment to office,Y,Pontefract_1791a,,,,
11422,1794,May,Pontefract,B,Householder,B,Re-elected after appointment to office,N,Pontefract_1794a,,,,
11423,1796,May,Pontefract,B,Householder,G,,N,Pontefract_1796a,,,,
11424,1802,July,Pontefract,B,Householder,G,,N,Pontefract_1802a,,,,
11425,1806,Nov,Pontefract,B,Householder,G,,Y,Pontefract_1806a,,,,
11426,1807,May,Pontefract,B,Householder,G,,Y,Pontefract_1807a,,,,
11427,1812,Oct,Pontefract,B,Householder,G,,Y,Pontefract_1812a,,,,
11428,1812,Dec,Pontefract,B,Householder,B,Chose to sit for another constituency,Y,Pontefract_1812b,,,,
11429,1818,June,Pontefract,B,Householder,G,,Y,Pontefract_1818a,Pontefract_1818a/1,,,
11430,1820,Mar,Pontefract,B,Householder,G,,Y,Pontefract_1820a,Pontefract_1820a/1,,,
11431,1826,June,Pontefract,B,Householder,G,,Y,Pontefract_1826a,Pontefract_1826a/1,,,
11432,1830,July,Pontefract,B,Householder,G,,Y,Pontefract_1830a,,,,
11433,1831,May,Pontefract,B,Householder,G,,N,Pontefract_1831a,,,,
3166,1695,Nov,Poole,B,Freeman,G,,N,Poole_1695a,,,,
3167,1698,Aug,Poole,B,Freeman,G,,Y,Poole_1698a,Poole_1698a/1,,,
3168,1701,Jan,Poole,B,Freeman,G,,Y,Poole_1701a,,,,
3169,1701,Nov,Poole,B,Freeman,G,,N,Poole_1701b,,,,
3170,1702,Aug,Poole,B,Freeman,G,,N,Poole_1702a,,,,
3171,1705,May,Poole,B,Freeman,G,,N,Poole_1705a,,,,
3172,1708,May,Poole,B,Freeman,G,,Y,Poole_1708a,,,,
3173,1710,Oct,Poole,B,Freeman,G,,N,Poole_1710a,,,,
3174,1711,Mar,Poole,B,Freeman,B,Expelled,N,Poole_1711a,,,,
3175,1713,Sept,Poole,B,Freeman,G,,N,Poole_1713a,,,,
3176,1715,Feb,Poole,B,Freeman,G,,N,Poole_1715a,,,,
3177,1722,Apr,Poole,B,Freeman,G,,N,Poole_1722a,,,,
3178,1727,Aug,Poole,B,Freeman,G,,N,Poole_1727a,,,,
3179,1732,Apr,Poole,B,Freeman,B,Expelled,N,Poole_1732a,,,,
3180,1734,May,Poole,B,Freeman,G,,N,Poole_1734a,,,,
3181,1741,May,Poole,B,Freeman,G,,N,Poole_1741a,,,,
3182,1747,July,Poole,B,Freeman,G,,N,Poole_1747a,,,,
3183,1754,Apr,Poole,B,Freeman,G,,N,Poole_1754a,,,,
3184,1756,Dec,Poole,B,Freeman,B,Re-elected after appointment to office,N,Poole_1756a,,,,
3185,1761,Mar,Poole,B,Freeman,G,,N,Poole_1761a,,,,
3186,1765,May,Poole,B,Freeman,B,Vacated seat,Y,Poole_1765a,,,,
3187,1768,Mar,Poole,B,Freeman,G,,Y,Poole_1768a,Poole_1768a/1,Election of one member declared void.,,
3188,1769,Feb,Poole,B,Freeman,B,Previous election declared void,N,Poole_1769a,,Previous election of one member declared void.,,
3189,1774,Oct,Poole,B,Freeman,G,,Y,Poole_1774a,,,,
3190,1780,Sept,Poole,B,Freeman,G,,Y,Poole_1780a,,,,
3191,1784,Apr,Poole,B,Freeman,G,,Y,Poole_1784a,,,,
3192,1790,June,Poole,B,Freeman,G,,Y,Poole_1790a,Poole_1790a/1,,,
3193,1791,Mar,Poole,B,Freeman,B,Re-elected after vacating seat,Y,Poole_1791a,,,,
3194,1796,May,Poole,B,Freeman,G,,N,Poole_1796a,Poole_1796a/1,,,
3195,1801,Apr,Poole,B,Freeman,B,Deceased,N,Poole_1801a,Poole_1801a/1,,,
3196,1801,May,Poole,B,Freeman,B,Re-elected after vacating seat,N,Poole_1801b,Poole_1801b/1,,,
3197,1802,July,Poole,B,Freeman,G,,N,Poole_1802a,Poole_1802a/1,,,
3198,1806,Oct,Poole,B,Freeman,G,,N,Poole_1806a,Poole_1806a/1,,,
3199,1807,May,Poole,B,Freeman,G,,Y,Poole_1807a,Poole_1807a/1,One seat declared vacant.,,
3200,1808,Feb,Poole,B,Freeman,B,One seat declared vacant,Y,Poole_1808a,Poole_1808a/1,Previous election only filled a single seat.,,
3201,1809,Feb,Poole,B,Freeman,B,Appointed to office,Y,Poole_1809a,,,,
3202,1812,Oct,Poole,B,Freeman,G,,N,Poole_1812a,Poole_1812a/1,,,
3203,1818,June,Poole,B,Freeman,G,,Y,Poole_1818a,Poole_1818a/1,,,
3204,1820,Mar,Poole,B,Freeman,G,,N,Poole_1820a,Poole_1820a/1,,,
3205,1826,June,Poole,B,Freeman,G,,Y,Poole_1826a,Poole_1826a/1,,,
3206,1830,July,Poole,B,Freeman,G,,N,Poole_1830a,,,,
3207,1831,May,Poole,B,Freeman,G,,N,Poole_1831a,,,,
3208,1831,Oct,Poole,B,Freeman,B,Vacated seat,Y,Poole_1831b,Poole_1831b/1,,,
4242,1695,Nov,Portsmouth,B,Freeman; Inhabitant,G,,Y,Portsmouth_1695a,,,,
4243,1695,Dec,Portsmouth,B,Freeman,B,Chose to sit for another constituency,Y,Portsmouth_1695b,,Election declared void.,,
4244,1696,Feb,Portsmouth,B,Freeman,B,Previous election declared void,Y,Portsmouth_1696a,,Previous by election declared void.,,
4245,1698,July,Portsmouth,B,Freeman,G,,N,Portsmouth_1698a,,,,
4246,1701,Jan,Portsmouth,B,Freeman,G,,N,Portsmouth_1701a,,,,
4247,1701,Nov,Portsmouth,B,Freeman,G,,N,Portsmouth_1701b,,,,
4248,1702,Jan,Portsmouth,B,Freeman,B,Chose to sit for another constituency,N,Portsmouth_1702a,,,,
4249,1702,July,Portsmouth,B,Freeman,G,,N,Portsmouth_1702b,,,,
4250,1702,Dec,Portsmouth,B,Freeman,B,Chose to sit for another constituency,N,Portsmouth_1702c,,,,
4251,1705,May,Portsmouth,B,Freeman,G,,N,Portsmouth_1705a,,,,
4252,1708,May,Portsmouth,B,Freeman,G,,N,Portsmouth_1708a,,,,
4253,1708,Dec,Portsmouth,B,Freeman,B,Chose to sit for another constituency,N,Portsmouth_1708b,,,,
4254,1710,Jan,Portsmouth,B,Freeman,B,Deceased,Y,Portsmouth_1710a,,,,
4255,1710,Oct,Portsmouth,B,Freeman,G,,Y,Portsmouth_1710b,,,,
4256,1711,Feb,Portsmouth,B,Freeman,B,Re-elected after appointment to office,N,Portsmouth_1711a,,,,
4257,1713,Aug,Portsmouth,B,Freeman,G,,Y,Portsmouth_1713a,Portsmouth_1713a/1,,,
4258,1715,Jan,Portsmouth,B,Freeman,G,,N,Portsmouth_1715a,Portsmouth_1715a/1,,,
4259,1715,Apr,Portsmouth,B,Freeman,B,Re-elected after appointment to office,N,Portsmouth_1715b,,,,
4260,1718,Mar,Portsmouth,B,Freeman,B,Re-elected after appointment to office,N,Portsmouth_1718a,,,,
4261,1722,Mar,Portsmouth,B,Freeman,G,,N,Portsmouth_1722a,,,,
4262,1727,Aug,Portsmouth,B,Freeman,G,,N,Portsmouth_1727a,,,,
4263,1734,Apr,Portsmouth,B,Freeman,G,,N,Portsmouth_1734a,,,,
4264,1737,Feb,Portsmouth,B,Freeman,B,Deceased,N,Portsmouth_1737a,,,,
4265,1741,Feb,Portsmouth,B,Freeman,B,Deceased,N,Portsmouth_1741a,,,,
4266,1741,May,Portsmouth,B,Freeman,G,,Y,Portsmouth_1741b,Portsmouth_1741b/1,,,
4267,1742,Mar,Portsmouth,B,Freeman,B,Re-elected after appointment to office,N,Portsmouth_1742a,,,,
4268,1743,Dec,Portsmouth,B,Freeman,B,Deceased,N,Portsmouth_1743a,,,,
4269,1744,Dec,Portsmouth,B,Freeman,B,Deceased,N,Portsmouth_1744a,,,,
4270,1746,Mar,Portsmouth,B,Freeman,B,Deceased,N,Portsmouth_1746a,,,,
4271,1747,July,Portsmouth,B,Freeman,G,,N,Portsmouth_1747a,,,,
4272,1747,Dec,Portsmouth,B,Freeman,B,Chose to sit for another constituency,N,Portsmouth_1747b,,Election declared void.,,
4273,1747,Dec,Portsmouth,B,Freeman,B,Previous election declared void,N,Portsmouth_1747c,,Previous by election declared void.,,
4274,1754,Apr,Portsmouth,B,Freeman,G,,N,Portsmouth_1754a,,,,
4275,1757,Apr,Portsmouth,B,Freeman,B,Re-elected after appointment to office,N,Portsmouth_1757a,,,,
4276,1761,Mar,Portsmouth,B,Freeman,G,,N,Portsmouth_1761a,,,,
4277,1766,Dec,Portsmouth,B,Freeman,B,Re-elected after appointment to office,N,Portsmouth_1766a,,,,
4278,1768,Mar,Portsmouth,B,Freeman,G,,N,Portsmouth_1768a,,,,
4279,1774,Mar,Portsmouth,B,Freeman,B,Deceased,Y,Portsmouth_1774a,Portsmouth_1774a/1,,,
4280,1774,Oct,Portsmouth,B,Freeman,G,,Y,Portsmouth_1774b,Portsmouth_1774b/1,,,
4281,1776,May,Portsmouth,B,Freeman,B,Called to the Upper House,N,Portsmouth_1776a,,,,
