PollBookCode,PrintMS,Citation,Holdings,Source,ElectionCode,Notes
Boston_1807a/1,P,"A correct state of the poll… (Boston: J. Hellaby, 1807)","IHR, Nottingham UL, Spalding Gentlemen's Society",Sims; Gibson and Rogers,Boston_1807a,
Boston_1812a/1,P,"A correct state of the poll… (Boston: J. Hellaby, 1812)","Bodl., GL, Nottingham UL",Sims; Gibson and Rogers,Boston_1812a,
Boston_1812b/1,P,"A correct state of the poll… (Boston: J. Hellaby, 1812)","Bodl., IHR, Nottingham UL",Sims; Gibson and Rogers,Boston_1812b,
Boston_1818a/1,P,"History of the Boston election… (Boston: Noble, 1818)","Var. Lincolnshire Archives, Lincoln CL, GL, Bodl., IHR, Manchester CL, Nottingham UL",Sims; Gibson and Rogers,Boston_1818a,
Boston_1818a/2,P,"A correct and alphabetical state of the poll… (Boston: Kelsey, [1818])","Var. Lincolnshire Archives, Lincoln CL, GL, Bodl., IHR, Manchester CL, Nottingham UL",Sims; Gibson and Rogers,Boston_1818a,
Boston_1820a/1,P,"The address, squibs, and other publications… (Boston: Jackson, 1820)","Lincolnshire Archives, GL",Sims; Gibson and Rogers,Boston_1820a,
Boston_1820a/2,P,"A correct and alphabetical state of the poll… (Boston: Kelsey, [1820])","Bodl., IHR",Sims; Gibson and Rogers,Boston_1820a,
Boston_1826a/1,P,"The poll book (alphabetically arranged) together with the addresses… (Boston: W. Bontoft, 1826)","Var. Bodl., Lincolnshire Archives, Lincoln CL, IHR",Sims; Gibson and Rogers,Boston_1826a,
Boston_1826a/2,P,"A correct and alphabetical state of the poll… (Boston: Kelsey, [1826])","Var. Bodl., Lincolnshire Archives, Lincoln CL, IHR",Sims; Gibson and Rogers,Boston_1826a,
Boston_1830a/1,P,"A sketch of the Boston election… (Boston: John Noble & Joseph Clark, 1830)","Var. Lincoln CL, BL, GL, Bodl., IHR",Sims; Gibson and Rogers,Boston_1830a,
Boston_1830a/2,P,"A correct and alphabetical state of the poll… (Boston: Kelsey, [1830])","Var. Lincoln CL, BL, GL, Bodl., IHR",Sims; Gibson and Rogers,Boston_1830a,
Boston_1830a/3,M,1-ANC/13/B/8,Lincolnshire Archives,Green Notes,Boston_1830a,
Grantham_1715a/1,M,1-ANC/13/B/2/u,Lincolnshire Archives,Green Notes; Gibson and Rogers,Grantham_1715a,
Grantham_1796a/1,P,"Borough of Grantham. Election, May 28 and 30, 1796. Copy of the poll book (n.p., [1796])","Lincoln CL, IHR",Sims; Gibson and Rogers,Grantham_1796a,
Grantham_1807a/1,M,,Lincolnshire Archives,Green Notes,Grantham_1807a,
Grantham_1818a/1,P,"A collection of all the addresses… (Grantham: R. Storr, 1818)","Grantham Library, Lincolnshire Archives, Bodl., IHR, Nottingham UL",Sims; Gibson and Rogers,Grantham_1818a,
Grantham_1820a/1,P,"Storr's impartial narrative… (Grantham: R. Storr, [1820])","Var. Grantham Library, Bodl., IHR, GL, Nottingham UL",Sims; Gibson and Rogers,Grantham_1820a,
Grantham_1820a/2,P,"A collection of the addresses… (Grantham: S. Ridge, 1820)","Var. Grantham Library, Bodl., IHR, GL, Nottingham UL",Sims; Gibson and Rogers,Grantham_1820a,
Grantham_1820a/3,P,"Storr's impartial narrative... (2nd edn., Grantham: R. Storr, [1820])","Grantham Pub Library, Bodl., IHR",Green,Grantham_1820a,
Grantham_1820b/1,P,"Storr's account of the proceedings… (Grantham: R. Storr, 1820)","Grantham Library, Lincolnshire Archives, Bodl., IHR, Nottingham UL",Sims; Gibson and Rogers,Grantham_1820b,
Grantham_1826a/1,P,"MDCCCXXVI. Storr's impartial narrative… (Grantham: Storr, [1826])","Var. Grantham Library, Lincolnshire Archives, Bodl., GL, Nottingham UL",Sims; Gibson and Rogers,Grantham_1826a,
Grantham_1826a/2,P,"A report of the proceedings… (Grantham: S. Ridge, 1826)","Var. Grantham Library, Lincolnshire Archives, Bodl., GL, Nottingham UL",Sims; Gibson and Rogers,Grantham_1826a,
Grantham_1830a/1,P,"Storr's impartial narrative… (Grantham: Storr, 1830)","Var. Grantham Library, Lincolnshire Archives, Bodl., GL, IHR, Nottingham UL",Sims; Gibson and Rogers,Grantham_1830a,
Grantham_1830a/2,P,"A list of the poll… (Grantham: S. Ridge, 1830)","Var. Grantham Library, Lincolnshire Archives, Bodl., GL, IHR, Nottingham UL",Sims; Gibson and Rogers,Grantham_1830a,
Grantham_1831a/1,P,"A collection of all the addresses, squibs… (Grantham: R. Storr, 1831)","Var. Grantham Library, Lincolnshire Archives, Bodl., IHR, Nottingham UL",Sims; Gibson and Rogers,Grantham_1831a,
Grantham_1831a/2,P,"A narrative of the proceedings… (Grantham: Samuel Ridge, 1831)","Var. Grantham Library, Lincolnshire Archives, Bodl., IHR, Nottingham UL",Sims; Gibson and Rogers,Grantham_1831a,
Grimsby_1818a/1,P,"The poll for the borough… (Great Grimsby: T. Squire, [1818])","Grimsby CL, Lincoln CL, BL, IHR",Sims; Gibson and Rogers,Grimsby_1818a,
Grimsby_1818a/2,M,,North East Lincolnshire Archives,Green Notes,Grimsby_1818a,
Grimsby_1820a/1,P,"A collection of the addresses… (Great Grimsby: T. Squire, 1820)","Grimsby CL, BL, IHR",Sims; Gibson and Rogers,Grimsby_1820a,
Grimsby_1826a/1,P,"The poll for the borough… (Grimsby: W. Skelton, [1826])","Grimsby CL, BL, IHR",Sims; Gibson and Rogers,Grimsby_1826a,
Grimsby_1830a/1,P,"The poll for the borough… (Grimsby: H. Palmer, [1830])","Hull CL, IHR",Sims; Gibson and Rogers,Grimsby_1830a,
Grimsby_1830a/2,P,"The poll for the election… (Grimsby: W. Skelton, [1830])","Grimsby CL, IHR",Sims; Gibson and Rogers,Grimsby_1830a,
Grimsby_1831a/1,P,"The poll for the election… (Grimsby: W. Skelton, [1831])","Grimsby CL, IHR",Sims; Gibson and Rogers,Grimsby_1831a,
Grimsby_1831b/1,P,"The poll for the election… (Grimsby: W. Skelton, [1831])","Grimsby CL, IHR",Sims; Gibson and Rogers,Grimsby_1831b,
Grimsby_1831b/2,P,"History of the Grimsby election… (Lincoln: E. B. Drury, [1831])","Hull CL, IHR",Sims; Gibson and Rogers,Grimsby_1831b,
Grimsby_1831b/3,M,470,North East Lincolnshire Archives,Green Notes,Grimsby_1831b,
Lincoln_1722a/1,M,MON/22/C/26,Lincolnshire Archives,Gibson and Rogers,Lincoln_1722a,
Lincoln_1727a/1,M,WYL230/2955,West Yorkshire Archive Service,Green Notes; Gibson and Rogers,Lincoln_1727a,
Lincoln_1727a/2,M,MON/22/C/24,Lincolnshire Archives,Gibson and Rogers,Lincoln_1727a,
Lincoln_1754a/1,P,"An alphabetical list of the free-men who voted… (Lincoln: W. Wood, 1754)","Lincoln CL, IHR",Sims; Gibson and Rogers,Lincoln_1754a,
Lincoln_1761a/1,P,"An alphabetical list of the free-men who voted… (Lincoln: W. Wood, [1761])","Lincolnshire Archives, Lincoln CL, IHR, Nottingham UL",Sims; Gibson and Rogers,Lincoln_1761a,
Lincoln_1768a/1,P,"A correct alphabetical list of the free-men who voted… (Lincoln: W. Wood & Son, [1768])","Lincoln CL, GL, IHR, Nottingham UL",Sims; Gibson and Rogers,Lincoln_1768a,
Lincoln_1774a/1,P,"An alphabetical list of the free-men who voted… (Lincoln: W. Wood, [1774])","Lincoln CL, Bodl., IHR, Nottingham UL",Sims; Gibson and Rogers,Lincoln_1774a,
Lincoln_1780a/1,P,"A correct alphabetical list of the free-men who voted… (Lincoln: W. Wood, [1780])","Var. Lincolnshire Archives, Lincoln CL, Bodl., Nottingham UL, IHR",Sims; Gibson and Rogers,Lincoln_1780a,
Lincoln_1780a/2,P,"An alphabetical list of freemen… (Lincoln: Mary Rose, [1780])","Var. Lincolnshire Archives, Lincoln CL, Bodl., Nottingham UL, IHR",Sims; Gibson and Rogers,Lincoln_1780a,
Lincoln_1790a/1,P,"Brooke's alphabetical list of the free-men… (Lincoln: W. Brooke, [1790])","Var. Lincolnshire Archives, Lincoln CL, BL, Bodl., GL, Nottingham UL, SoG",Sims; Gibson and Rogers; Edwards,Lincoln_1790a,
Lincoln_1790a/2,P,"An alphabetical list of the freemen who voted… (Lincoln: John Drury, [1790])","Var. Lincolnshire Archives, Lincoln CL, BL, Bodl., GL, Nottingham UL, SoG",Sims; Gibson and Rogers; Edwards,Lincoln_1790a,Two editions known.
Lincoln_1806a/1,P,"An alphabetical list of the freemen… (Lincoln: John Drury, [1806])","Louth Library, Lincolnshire Archives, Lincoln CL, BL, Bodl., GL",Sims; Gibson and Rogers,Lincoln_1806a,
Lincoln_1808a/1,P,"A list of the freemen who voted… (Lincoln: John Drury, [1808])","Lincolnshire Archives, Lincoln CL, BL, Bodl., GL",Sims; Gibson and Rogers,Lincoln_1808a,
Lincoln_1818a/1,P,"An alphabetical list of the freemen who voted… (Lincoln: Drury & Sons, 1818)","Louth Library, Lincolnshire Archives, Lincoln CL, Bodl., IHR, Nottingham UL",Sims; Gibson and Rogers,Lincoln_1818a,
Lincoln_1820a/1,P,"The poll for two members… (Lincoln: Drury & Son, 1820)","Lincolnshire Archives, Lincoln CL, BL, Bodl., IHR, Nottingham UL",Sims; Gibson and Rogers,Lincoln_1820a,
Lincoln_1820a/2,P,"A collection of the addresses… (Grantham: S. Ridge, 1820)",Nottingham UL,Green Notes,Lincoln_1820a,
Lincoln_1826a/1,P,"The poll for two members… (Lincoln: Drury & Son, 1826)","Var. Lincolnshire Archives, Lincoln CL, BL, Bodl., GL, IHR, Nottingham UL",Sims; Gibson and Rogers,Lincoln_1826a,
Lincoln_1826a/2,P,"The poll for two members… (Lincoln: Hall, 1826)","Var. Lincolnshire Archives, Lincoln CL, BL, Bodl., GL, IHR, Nottingham UL",Sims; Gibson and Rogers,Lincoln_1826a,
Stamford_1734a/1,P,"The poll for the election of burgesses… (n.p., 1734)",Spalding Gentlemen’s Society,Green Notes,Stamford_1734a,
Stamford_1734a/2,M,DE3214/12099,Leicestershire RO,Green Notes,Stamford_1734a,
Stamford_1809a/1,P,"Narrative of proceedings… (Stamford: J. Drakard, 1809)","Bodl., IHR, SoG",Sims; Gibson and Rogers; Edwards,Stamford_1809a,
Stamford_1812a/1,P,DE3214/12146,Leicestershire RO,Green Notes,Stamford_1812a,Printed poll book.
Stamford_1830a/1,P,"Stamford election, 1830. The poll, and the proceedings… (Stamford: John Drakard, [1830])",BL,Green,Stamford_1830a,
Stamford_1831a/1,P,"Stamford election, 1831. A copy of the poll book… (Stamford: John Drakard, [1831])",BL,Green,Stamford_1831a,
Mdx_1705a/1,P,"An exact copy of the poll… (London, 1705)","Var. Chiswick Library, BL, Bodl., GL, IHR, SoG (index to non-resident voters only)",Sims; Gibson and Rogers; Edwards,Mdx_1705a,
Mdx_1705a/2,P,"The poll for members… (London: Bernard Lintott, 1705)","Var. Chiswick Library, BL, Bodl., GL, IHR, SoG (index to non-resident voters only)",Sims; Gibson and Rogers; Edwards,Mdx_1705a,
Mdx_1705a/3,P,"An exact list of the poll… (London, 1705)","Var. Chiswick Library, BL, Bodl., GL, IHR, SoG (index to non-resident voters only)",Sims; Gibson and Rogers; Edwards,Mdx_1705a,
Mdx_1710a/1,M,,Chiswick Library,LEH,Mdx_1710a,
Mdx_1710a/2,P,"Freeholders names… who in the last controverted election voted for Mr. Bertie and Mr. Smithson ([London], 1714)","GL, Bodl.",Sims; Gibson and Rogers,Mdx_1710a,
Mdx_1715a/1,M,"Muniments Room, YV2a",Alnwick Castle,LEH,Mdx_1715a,
Mdx_1727a/1,M,"Muniments Room, YV2b",Alnwick Castle,LEH,Mdx_1727a,
Mdx_1747a/1,M,CR0136/A253,Warwickshire RO,Gibson and Rogers; Green Notes,Mdx_1747a,Poll lists only three of the four candidates; it is probably a canvasser's electoral forecast.
Mdx_1747a/2,M,"Muniments Room, YV2a",Alnwick Castle,LEH,Mdx_1747a,
Mdx_1750a/1,M,Acc. 790/81,London Metropolitan Archives,LEH,Mdx_1750a,
Mdx_1768a/1,P,"The polls at, and since, the late general election… (London: J. Swan, 1772)","GL, BL",Sims; Gibson and Rogers,Mdx_1768a; Mdx_1768b; Mdx_1769c,
Mdx_1768a/2,M,"Muniments Room, YV2b",Alnwick Castle,LEH,Mdx_1768a,
Mdx_1768a/3,M,MR/PP/1768/001,London Metropolitan Archives,LEH,Mdx_1768a,
Mdx_1768b/1,M,MR/PP/1768/001,London Metropolitan Archives,LEH,Mdx_1768b,
Mdx_1769c/1,M,MR/PP/1768/001,London Metropolitan Archives,LEH,Mdx_1769c,
Mdx_1769c/2,P,"List of the freeholders who voted for Colonel Luttrell', Oxford Magazine, III (1769), 91-5",GL,Green,Mdx_1769c,Votes for Luttrell only.
Mdx_1784a/1,P,"Copy of the poll... 1784 ([London, 1784])",BL,Sims; Gibson and Rogers,Mdx_1784a,
Mdx_1784a/2,M,"Muniments Room, YV2d",Alnwick Castle,LEH,Mdx_1784a,
Mdx_1802a/1,P,"Copy of the poll… (London: E. Rider, 1803)","Var. London Metropolitan Archives, Hammersmith CL, Bodl., GL, IHR, SoG (also index to non-resident voters)",Sims; Gibson and Rogers; Edwards,Mdx_1802a,
Mdx_1802a/2,P,"A parochial list of the poll… (London: W. S. Betham, 1803","Var. London Metropolitan Archives, Hammersmith CL, Bodl., GL, IHR, SoG (also index to non-resident voters)",Sims; Gibson and Rogers; Edwards,Mdx_1802a,
Mdx_1802a/3,P,"A parochial list (alphabetically arranged) of the poll… (London: Brooke & Clarke, 1803)","Var. London Metropolitan Archives, Hammersmith CL, Bodl., GL, IHR, SoG (also index to non-resident voters)",Sims; Gibson and Rogers; Edwards,Mdx_1802a,
Mdx_1806a/1,M,MR/PP/1806/001,London Metropolitan Archives,LEH,Mdx_1806a,Tower Division only.
Mdx_1820a/1,M,,GL,LEH,Mdx_1820a,Tower Division only.
London_1710a/1,P,"The poll of the livery-men… (London: John Morphew, 1710)","BL, GL, IHR, Bodl., CUL",Sims; Gibson and Rogers,London_1710a,
London_1713a/1,P,"A list of the poll… ([London, 1713])","Var. BL, IHR, Bodl.",Sims; Gibson and Rogers,London_1713a,"Printed in W. A. Speck and W. A. Gray (eds.), London Poll Books 1713 (London Record Society, 17, 1981)."
London_1713a/2,P,"A list of the poll… (London, 1713)","Var. BL, IHR, Bodl.",Sims; Gibson and Rogers,London_1713a,"Printed in W. A. Speck and W. A. Gray (eds.), London Poll Books 1713 (London Record Society, 17, 1981)."
London_1722a/1,P,"The poll of the livery-men… (London: T. Payne, 1722)","Var. GL, IHR, Bodl. ",Sims; Gibson and Rogers,London_1722a,
London_1722a/2,P,"A list of the persons' names…', Freeholder's Journal Supplement, Apr. 25, Apr. 27, 1722 (London: T. Sharpe, [1722])","Var. GL, IHR, Bodl. ",Sims; Gibson and Rogers,London_1722a,
London_1722a/3,P,"A list of the persons who have polled... ([London, 1722])","Var. GL, IHR, Bodl. ",Sims; Gibson and Rogers,London_1722a,
London_1724a/1,P,"A list of the persons who have polled for Charles Goodfellow…', Daily Post (7 Dec. 1724)","GL, TNA, SoG",Sims; Gibson and Rogers; Edwards; Green,London_1724a,
London_1724a/2,P,"A list of those who voted for Sir Richard Hopkins…', Daily Journal (7 Dec. 1724)","GL, SoG",Sims; Gibson and Rogers; Edwards,London_1724a,
London_1727a/1,P,"An account of the election… (London, 1728)",GL,Sims; Gibson and Rogers,London_1727a,
London_1768a/1,P,"The poll of the livery… (London: John Rivington, 1768)","BL, Bodl., GL, IHR",Sims; Gibson and Rogers,London_1768a,
London_1768a/2,P,"The names of twelve hundred and forty seven gentlemen of the livery of London… who poll'd for John Wilkes… (London: R. Withy, 1768)",GL,Green,London_1768a,Votes for Wilkes only.
London_1773a/1,P,"A corrected list of the persons who have polled for the Right Hon. Frederick Bull… (London: Charles Rivington, 1773)","Bodl., IHR",Sims; Gibson and Rogers,London_1773a,
London_1773a/2,P,"A list of the persons who have polled for John Roberts…', London Evening Post Extraordinary (R. Page, [1773])",GL,Sims; Gibson and Rogers,London_1773a,
London_1773a/3,P,"A list of the persons that have polled for the Right Hon. Frederick Bull... ([London]: Charles Rivington, 1773)","Bodl., IHR",Green,London_1773a,
London_1781a/1,M,MSS 1583/1-6,GL,LEH,London_1781a,
London_1784b/1,P,"A list of the liverymen… who voted for Mr. Alderman Sawbridge and Richard Atkinson… (London: W. Lane, [1784])","Bodl., IHR",Sims; Gibson and Rogers,London_1784b,
London_1784b/2,P,"A list of the persons who have polled for Richard Atkinson… ([London, 1784])",GL,Sims; Gibson and Rogers,London_1784b,
London_1796a/1,P,"The poll for members… (London: John Rider, by order of the sheriffs, 1796)","London Metropolitan Archives, GL, Greater London Hist Lib, IHR",Sims; Gibson and Rogers,London_1796a,
London_1826a/1,P,,GL,Gibson and Rogers,London_1826a,Farringdon Without district 17 only.
Westminster_1749a/1,P,"A copy of the poll… (London: J. Osborn, 1749)","Var. BL, Bodl., CUL, GL, Greater London Hist Lib, IHR, SoG",Sims; Gibson and Rogers; Edwards,Westminster_1749a,
Westminster_1749a/2,P,"A list of the persons who...  voted for the Right Hon. Lord Visc. Trentham as entered in the book opened for the parish of St Martin ([London, 1749])",BL,Green,Westminster_1749a,Votes for Trentham from St. Martin-in-the-Fields only.
Westminster_1749a/3,P,"A list of the persons who... voted for the Right Hon. Lord Visc. Trentham as entered in the book opened for the parish of St James ([London, 1749])",Bodl.,Green,Westminster_1749a,Votes for Trentham from St. James only.
Westminster_1749a/4,M,WR/PP 1749,London Metropolitan Archives,LEH,Westminster_1749a,
Westminster_1774a/1,P,"A correct copy of the poll… (London: Cox & Bigg, 1774)","BL, GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Westminster_1774a,
Westminster_1774a/2,M,WR/PP 1774,London Metropolitan Archives,LEH,Westminster_1774a,
Westminster_1774a/3,M,"Muniments Room, YV2a(1)",Alnwick Castle,LEH,Westminster_1774a,
Westminster_1780a/1,P,"Copy of the poll… (London: W. Richardson, 1780)","BL, Bodl., GL, IHR",Sims; Gibson and Rogers,Westminster_1780a,
Westminster_1780a/2,M,WR/PP 1780,London Metropolitan Archives,LEH,Westminster_1780a,
Westminster_1784a/1,M,WR/PP 1784,London Metropolitan Archives,LEH,Westminster_1784a,
Westminster_1784a/2,M,,GL,LEH,Westminster_1784a,
Westminster_1784a/3,M,,"Huntington Library, San Marino",LEH,Westminster_1784a,St. Clement Danes parish only.
Westminster_1788a/1,M,WR/PP 1788,London Metropolitan Archives,LEH,Westminster_1788a,
Westminster_1790a/1,M,WR/PP 1790,London Metropolitan Archives,LEH,Westminster_1790a,
Westminster_1796a/1,M,WR/PP 1796,London Metropolitan Archives,LEH,Westminster_1796a,
Westminster_1796a/2,M,,GL,LEH,Westminster_1796a,Incomplete.
Westminster_1796a/3,M,E/3081A,Westminster Library,LEH,Westminster_1796a,St. Margaret and St. John parishes only.
Westminster_1802a/1,M,WR/PP 1802,London Metropolitan Archives,LEH,Westminster_1802a,
Westminster_1802a/2,M,E/3081,Westminster Library,LEH,Westminster_1802a,St. Margaret and St. John parishes only.
Westminster_1806c/1,M,WR/PP 1806,London Metropolitan Archives,LEH,Westminster_1806c,
Westminster_1818a/1,P,"The poll for electing… (London: J. J. Stockdale, 1818)","BL, Bodl., GL, Greater London Hist Lib, IHR, Nottingham UL, SoG",Sims; Gibson and Rogers; Edwards,Westminster_1818a,More editions extant.
Westminster_1818a/2,M,WR/PP 1818,London Metropolitan Archives,LEH,Westminster_1818a,
Westminster_1818a/3,M,Add. MS 39301,BL,LEH,Westminster_1818a,
Westminster_1819a/1,M,WR/PP 1819,London Metropolitan Archives,LEH,Westminster_1819a,
Westminster_1820a/1,M,WR/PP 1820,London Metropolitan Archives,LEH,Westminster_1820a,
Mon_1705a/1,M,Tredegar MS 211,NLW,Gibson and Rogers,Mon_1705a,
Mon_1708a/1,M,Bute MSS,NLW,Gibson and Rogers,Mon_1708a,
Mon_1708a/2,M,Tredegar MS 211,NLW,Gibson and Rogers,Mon_1708a,
Mon_1713b/1,M,Tredager MSS,NLW,Gibson and Rogers,Mon_1713b,
Mon_1727a/1,M,Tredegar MSS,NLW,Gibson and Rogers,Mon_1727a,
Mon_1771a/1,P,"An accurate copy of the poll… (Gloucester: R. Raikes, 1771)","NLW, Newport CL, IHR, Bodl.",Sims; Gibson and Rogers,Mon_1771a,
Mon_1771a/2,M,Tredegar MSS,NLW,Gibson and Rogers,Mon_1771a,
Monmouth_1715a/1,M,MS 7705D,NLW,Green Notes,Monmouth_1715a,"Printed in J. A. Bradney (ed.), Poll of the burgesses of Monmouth, Newport and Usk, at the Election of Member of Parliament for the Boroughs, 1715 (Usk, 1906)."
Monmouth_1831a/1,P,"A list of the burgesses… (Monmouth: Heath, [1831])","NLW, Newport CL, IHR",Sims; Gibson and Rogers,Monmouth_1831a,
Monmouth_1831a/2,M,Twiston-Davies MSS,NLW,Gibson and Rogers,Monmouth_1831a,
Norf_1701a/1,M,KIM 6/7,Norfolk RO,Green Notes; Gibson and Rogers,Norf_1701a,
Norf_1702a/1,M,,,Gibson and Rogers; Edwards,Norf_1702a,"Printed in Norfolk Record Society, 8 (1936)."
Norf_1715a/1,P,"A copy of the poll… February 18, 1714… (Norwich: Henry Cross-grove, 1715)","Norwich Library, BL, GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,Norf_1715a,
Norf_1715a/2,M,,Norfolk RO,Gibson and Rogers,Norf_1715a,
Norf_1734a/1,P,"A copy of the poll... 1734 (n.p., [1734])","Norwich Library, BL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Norf_1734a,
Norf_1734a/2,M,,Norfolk RO,Gibson and Rogers,Norf_1734a,
Norf_1768a/1,P,"By permission of the High Sheriff. The poll for knights… (Norwich: W. Chase, 1768)","Var. King's Lynn CL, Suffolk Archives (Lowestoft), Norwich Library, BL, Bodl., CUL, TNA, GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards; Green Notes,Norf_1768a,
Norf_1768a/2,P,"A copy of the poll… (Norwich: J. Crouse, 1768)","Var. King's Lynn CL, Suffolk Archives (Lowestoft), Norwich Library, BL, Bodl., CUL, TNA, GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards; Green Notes,Norf_1768a,
Norf_1802a/1,P,"The copy of the poll… (Norwich: Stevenson & Matchett, [1802])","Var. King's Lynn CL, Norwich Library, BL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Norf_1802a,
Norf_1802a/2,P,"The poll for knights… (Norwich: R. Bacon, [1802])","Var. King's Lynn CL, Norwich Library, BL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Norf_1802a,
Norf_1806a/1,P,"The copy of the poll… (Norwich: Stevenson & Matchett, [1806])","Var. King's Lynn CL, Norwich Library, Norfolk RO, BL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Norf_1806a,
Norf_1806a/2,P,"The poll for knights… (Norwich: R. M. Bacon, [1806])","Var. King's Lynn CL, Norwich Library, Norfolk RO, BL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Norf_1806a,
Norf_1817a/1,P,"The copy of the poll… (Norwich: Stevenson, Matchett & Stevenson, [1817])","Var. King's Lynn CL, Suffolk Archives (Lowestoft), Norwich Library, Norfolk RO, BL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Norf_1817a,
Norf_1817a/2,P,"The copy of the poll… (Norwich: Burks & Kinnebrook, [1817])","Var. King's Lynn CL, Suffolk Archives (Lowestoft), Norwich Library, Norfolk RO, BL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,Norf_1817a,
Norf_1817a/3,P,"The copy of the poll… (2nd edn., Norwich: Stevenson, Matchett and Stevenson, [1817])","Bodl., GL, IHR",Green,Norf_1817a,
GreatYarmouth_1754a/1,P,"The poll for members... 1754 (n.p., [1754])","Norwich Library, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,GreatYarmouth_1754a,
GreatYarmouth_1777a/1,P,"The poll for a member… (Norwich: W. Chase, 1777)","Norwich Library, IHR",Sims; Gibson and Rogers,GreatYarmouth_1777a,
GreatYarmouth_1790a/1,P,"The poll for two members… (Yarmouth: Bownes & March, 1790)","Norwich Library, Great Yarmouth CL, IHR, SoG",Sims; Gibson and Rogers; Edwards,GreatYarmouth_1790a,
GreatYarmouth_1795a/1,P,"The poll for a member… (Yarmouth: I. D. Downes, 1795)","Norwich Library, Great Yarmouth CL, GL, Manchester UL",Sims; Gibson and Rogers,GreatYarmouth_1795a,
GreatYarmouth_1796a/1,P,"The poll for two members… (Yarmouth: I. D. Downes, 1796)","Norwich Library, Great Yarmouth CL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,GreatYarmouth_1796a,
GreatYarmouth_1807a/1,P,"By permission of the Mayor. The poll for the borough of Great Yarmouth… (Yarmouth: J. Keymer, [1807])","Norwich Library, Great Yarmouth CL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,GreatYarmouth_1807a,
GreatYarmouth_1807a/2,P,"The poll for two members… (Yarmouth: P. Forster, [1807])","Norwich Library, Great Yarmouth CL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,GreatYarmouth_1807a,
GreatYarmouth_1812a/1,P,"The poll for members… (Yarmouth: J. Keymer, [1812])","Norwich Library, Great Yarmouth CL, GL",Sims; Gibson and Rogers,GreatYarmouth_1812a,
GreatYarmouth_1818a/1,P,"The poll for two members… (Yarmouth: C. Solman, Jr., 1818)","Norwich Library, Great Yarmouth CL, GL, IHR, Manchester UL",Sims; Gibson and Rogers,GreatYarmouth_1818a,
GreatYarmouth_1820a/1,P,"The poll for two members… (Yarmouth: J. Barnes, 1820)","Norwich Library, Great Yarmouth CL, Bodl., GL, IHR, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,GreatYarmouth_1820a,
GreatYarmouth_1826a/1,P,"The poll for two members… (Yarmouth: J. Barnes, 1826","Norwich Library, Great Yarmouth CL, Bodl., GL, IHR, SoG",Sims; Gibson and Rogers; Edwards,GreatYarmouth_1826a,
GreatYarmouth_1830a/1,P,"The poll for two members… (Yarmouth: W. Meggy, 1830)","Var. King's Lynn CL, Suffolk Archives (Lowestoft), Norwich Library, Great Yarmouth CL, Bodl., GL, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,GreatYarmouth_1830a,
GreatYarmouth_1830a/2,P,"The poll for two members… (Yarmouth: J. Barnes, 1830)","Var. King's Lynn CL, Suffolk Archives (Lowestoft), Norwich Library, Great Yarmouth CL, Bodl., GL, Manchester UL, SoG",Sims; Gibson and Rogers; Edwards,GreatYarmouth_1830a,
GreatYarmouth_1831a/1,P,"The poll for two members… (Yarmouth: W. Meggy, 1831)","Norwich Library, Great Yarmouth CL, GL, IHR",Sims; Gibson and Rogers,GreatYarmouth_1831a,
KingsLynn_1747a/1,M,BL/CS 9/1,Norfolk RO,Green Notes,KingsLynn_1747a,
KingsLynn_1747a/2,M,KL/C 34/19,King's Lynn Borough Archives,Green Notes,KingsLynn_1747a,
KingsLynn_1747a/3,M,,Lewis Walpole Library,Green Notes,KingsLynn_1747a,
KingsLynn_1768a/1,P,"The poll for members… (Lynn: J. Garratt, 1768)","King's Lynn CL, Norfolk RO, BL, GL",Sims; Gibson and Rogers,KingsLynn_1768a,
KingsLynn_1768a/2,P,"A list of the freemen of the borough of King's Lynn… who poll'd…', The Lynn Magazine… (n.p., 1768)","King's Lynn CL, BL, Bodl., TNA",Green Notes,KingsLynn_1768a,
